text,top_keywords,keyword_scores,predicted_label
Produto entregue conforme comprado dentro do prazo até antes Recomendo com certeza,"comprado, ##to, ##ndo","0.1175, 0.1156, 0.111",positive
O prazo de entrega é muito longo,"é, longo, de","0.5428, 0.3938, 0.3931",negative
Entregaram um pouco antes do prazo Mostrou eficiência na entrega Possui facilidade nas formas de pagamento Obrigado Agradeço a todos Beijos,"antes, ##ço, facilidade","0.1031, 0.101, 0.0911",positive
Estes produtos são excelentes sensacionais,"sens, excelentes, ##ac","0.2555, 0.19, 0.1461",positive
 negação é muito grande mais é lindo do msm jeito da foto,"é, ##do, é","0.5145, 0.4737, 0.4178",positive
ACHO QUE DEVERIA ACOMPANHAR UM MANUEL E CADERNO DE RECEITAS EM PORTUGUES PORQUE AGENTE RECEBE O PRODUTO E TEM QUE PESQUISAR OU PEDIR RECEITAS DE CREPE O MANUAL negação AJUDA NO CASO DE ALGUMA DIFICULDAD,"A, ##U, ##E","0.5604, 0.3661, 0.3392",negative
gente eu fiz o pedido de numero bebedouro e so foi entregue um tem outras entregue,"eu, foi, um","0.2489, 0.1892, 0.1379",negative
A versatilidade e a logística são componentes da equipe do baratheon Muito bom,"bom, ##at, e","0.2003, 0.115, 0.1028",positive
Eu recomendo muito bom,"bom, ##o, recomend","0.3319, 0.2628, 0.2433",positive
Atrasaram do dia data para entrega em data,"##sar, ##am, em","0.7613, 0.4531, 0.309",negative
Péssimo parceiro da lannister Nem satisfação ele dá Quero meu dinheiro de volta Estou aguardando,"##o, ##s, satisfação","0.111, 0.1091, 0.0751",negative
prazo de entrega super rápido O produto corresponde com o que vi anunciado O produto foi entregue bem antes do prazo prometido para entrega apenas numero dias entre a compra e a entrega,"O, com, rápido","0.2192, 0.188, 0.1657",positive
Infelizmente a empresa trabalha com os Correios que nunca cumpre os prazos de entrega,"a, ##re, cump","0.5013, 0.199, 0.1989",negative
Entrega dentro do Prazo,"##ga, do, dentro","0.3081, 0.2591, 0.2196",positive
Muito bom,"bom, Muito","0.2464, 0.0155",positive
Amei os produtos foram entregues antes do prazo,"##i, do, os","0.44, 0.162, 0.155",positive
Recomendo este fornecedor que atendeu as expectativas entregando o produto até antes do prazo estimado Preço super atrativo,"##ndo, ##ome, ##tivo","0.0985, 0.092, 0.0756",positive
Bom produto,"produto, Bom","0.2844, 0.0265",positive
Fiz essa comora p um controle de smart tv conforme pedido vcd encaminharam um outro controle q negação tem a opção da smart tv Sendo assim inútil a compra,"##til, a, ##aram","0.6092, 0.3133, 0.2693",negative
o produto veio trocado e negação me deram retorno,"##do, troca, me","0.1859, 0.1545, 0.15",negative
Gostei,"##te, ##i, Gos","0.3298, 0.231, 0.0176",positive
Otimo,"##timo, O","0.2645, 0.0312",positive
chegou antes do prazo,"antes, do, prazo","0.6755, 0.6075, 0.2231",positive
O serviço como um toi foi bom,"bom, ##i, como","0.2401, 0.176, 0.1598",positive
Ainda estou aguardando,"##ndo, aguarda, estou","0.4972, 0.2821, 0.2432",negative
comprei Ac numero Multilaser recebi super macio gota,"##o, ##ta, maci","0.3626, 0.2517, 0.2362",positive
Referente ao pedido que comprei duas carenagem uma do lado esquerdo e uma do lado direito so chego a do lado esquerdo esta faltando a do mado direito queria saber quando vai chegar,"##nte, que, ##i","0.6309, 0.2797, 0.273",negative
O produto negação chegou entrei em contato com a loja duas vezes e negação obtive resposta nunca havia acontecido isso comigo em anos comprando pela internet,"entre, chegou, negação","0.1439, 0.1318, 0.1016",negative
Muito bom produto,"bom, produto, Muito","0.2349, 0.2048, 0.0256",positive
Produto chegou corretamente e serviu certo no meu xbox numero e one,"e, no, corretamente","0.283, 0.2613, 0.2459",positive
Pedido atendido corretamente grata,"gra, ##ta, ##ido","0.3974, 0.3792, 0.2634",positive
A entrega foi antecipado mais umas das panelas de pressão veio com o suporte quebrado,"##ado, foi, quebrado","0.6056, 0.4337, 0.2685",negative
Produto entregue no prazo,"no, ##to, entregue","0.5994, 0.392, 0.3202",positive
Produto veio quebrado,"quebrado, ##to, veio","0.6339, 0.4351, 0.3462",negative
ENTREGA ANTES DO PRAZO,"##TE, ##S, AN","0.2451, 0.2194, 0.1716",positive
Após chegar realizei o uso nos pontos de indicação a paciente teve qualidade de sono que negação tinha antes,"de, que, qualidade","0.2853, 0.2774, 0.1819",positive
vendedor confiavel o pedido chegou no prazo certo eu recomendo,"##o, ##vel, eu","0.212, 0.1981, 0.1607",positive
Boa tarde motivo é o seguinte O meu pedido era uma máquina de costura Galoneira numero agulhas foi entregue uma máquina de costura Galoneira numero agulhas e negação consegui falar com o fornecedor,"consegu, é, ##i","0.3192, 0.1771, 0.1758",negative
Bom produto,"produto, Bom","0.2844, 0.0265",positive
Recebi antes mesmo do prazo Gostei muito do produto recomendo,"##te, ##o, do","0.2719, 0.1655, 0.1654",positive
Vendedor super atencioso e rápido eu recomendo,"##o, ##de, ##cioso","0.1049, 0.1045, 0.0997",positive
Muito rápida mesmo com paralisação dos caminhoneiros negação atrasou a entrega Gostei muito,"rápida, mesmo, ##te","0.2114, 0.1789, 0.1753",positive
Comprei bege e veio preto com desenho diferente,"##ge, preto, ##rei","0.4106, 0.3877, 0.3314",negative
Entrega muito rápida e produto de ótima qualidade,"e, rápida, ##ga","0.1952, 0.1686, 0.1314",positive
Muito bom,"bom, Muito","0.2464, 0.0155",positive
Produto de ótima qualidade lindíssimo bem fácil de instalar,"qualidade, lin, ##to","0.0902, 0.0695, 0.0679",positive
Indico,"##ico, Ind","0.3725, 0.0204",positive
Produto com qualidade,"##to, com, qualidade","0.4244, 0.303, 0.2883",positive
Estou adorando o site,"##rando, o, ##ou","0.2592, 0.1735, 0.1537",positive
fornecedor correto e produto excelente,"e, ##dor, correto","0.2714, 0.1881, 0.1382",positive
Muito bonito e resistente chegou antes do prazo estipulado e bem embalado ótimo custo e benefício,"antes, bonito, e","0.1174, 0.115, 0.098",positive
Amei tapete lindo,"##i, ##te, tape","0.2342, 0.1679, 0.1222",positive
Gosto muito da loja e de consumir os produtos porem só negação gosto de trabalhar com os correios para entregar as minhas encomendas,"##to, de, ##ir","0.1708, 0.1459, 0.1393",positive
Produto entregue antes do prazo recomendo,"do, antes, ##o","0.18, 0.1642, 0.1591",positive
Tudo ok Continuem assim,"o, Continu, ##em","0.2781, 0.2557, 0.2359",positive
Uma loja muito boa entregou bem antes do prazo,"entregou, boa, bem","0.9893, 0.6113, 0.3553",positive
Eu sempre compro nas lojas lannister e um produto nunca demorou tanto pra chegar mas devido o fato de ser vendido e entregue por outra loja acredito que seja por isso a demora,"##ra, tanto, mas","0.2449, 0.1834, 0.1366",negative
O produto que recebi veio incorreto,"##to, incorre, ##i","1.9176, 0.6371, 0.4239",negative
 negação recebi os produtos nem a Nota fiscal Além de negação conseguir atendimento por telefone,"fiscal, Além, receb","0.1215, 0.111, 0.1049",negative
Sempre apaixonada pelas parceiras das lojas lannister,"pelas, apaixonada, ##s","0.4199, 0.2317, 0.1461",positive
Otimo produto e de fácil substituição no aparelho Demorei nem numero min para troca,"produto, para, substituição","0.6803, 0.3748, 0.2777",positive
A Empresa responsável já está enviando o produto correto Foram muito atenciosos,"Foram, já, o","0.3578, 0.3227, 0.3037",positive
Produto negação foi entregue,"foi, ##to, entregue","0.2564, 0.2325, 0.187",negative
Pedi para que trocassem o produto por causa da voltagem e ainda negação ganhei retorno,"##i, para, ##sem","0.2819, 0.1791, 0.1002",negative
PRODUTO COM numero DIAS DE ATRASO NA ENTREGA,"##A, ##o, ##S","0.2769, 0.2605, 0.2454",negative
Muita demora na entrega,"##ra, ##ita, demo","0.4888, 0.4423, 0.3842",negative
O produto foi entregue quebrado nem foi preciso abrir a embalagem para perceber que o mesmo negação foi embalado corretamente,"nem, quebrado, foi","0.4945, 0.2613, 0.2403",negative
Ótimo,"##timo, Ó","0.4036, 0.036",positive
o produto chegou perfeito otima qualidade so que é do menor,"que, ##a, so","1.3177, 0.6295, 0.5884",positive
Demora na entrega detestei o atendimento e NUNCA mais compro baratheon quando vendia por eles mesmos era bem melhor,"##st, e, ##ora","0.1928, 0.1466, 0.1382",negative
Chegou antes do praso previsto recomendo Chegou tudo como o esperado,"##so, previsto, pra","0.4216, 0.2298, 0.2127",positive
Muito bom,"bom, Muito","0.2464, 0.0155",positive
faltou manual em portugues enviaram ingles e japones,"em, ##tou, manual","0.4123, 0.3627, 0.2643",negative
Nota numero,"numer, ##o, Nota","0.5144, 0.3304, 0.0405",positive
Ainda negação recebi minha entrega comprei TV muito antes pela stark e ainda esse produtos que já vai fazer mês negação chegou,"##i, compre, negação","0.1046, 0.0918, 0.0875",negative
Ainda estou aguardando,"##ndo, aguarda, estou","0.4972, 0.2821, 0.2432",negative
O produto ainda negação chegou enviei um email para a loja e eles nem responderam,"envi, chegou, ##am","0.1324, 0.1282, 0.1195",negative
foi entregue antes do prazo,"do, antes, entregue","0.5931, 0.3709, 0.3563",positive
O produto chegou ate antes do prazo,"antes, do, ate","0.6412, 0.6125, 0.5663",positive
Muito rápido Recomendo,"Rec, rápido, ##ndo","0.2621, 0.2595, 0.2063",positive
o produto chegou bem antes do prazo estipulado super recomendo e vou voltar a comprar novamente,"bem, ##o, recomend","0.0993, 0.0944, 0.0849",positive
Top,Top,0.0387,positive
ainda nem recebi o produto que esta com entrega atrasada,"##ada, atras, ##i","0.1629, 0.1198, 0.1108",negative
Recebi o produto diferente do que estava na oferta já solicitei o reembolso do meu valor e até agora negação obtive nenhuma resposta para solução,"do, o, ##bi","0.2818, 0.1822, 0.1815",negative
Recebemos quase numero mês antes da previsão produto muito em conta Recomendo,"##be, produto, ##ndo","0.1599, 0.1419, 0.1293",positive
otimo,"##o, otim","0.5781, 0.0578",positive
Me entregaram o produto certo dentro do prazo,"dentro, prazo, ##am","0.4366, 0.3311, 0.2976",positive
Produto entregue no prazo,"no, ##to, entregue","0.5994, 0.392, 0.3202",positive
Recomendo,"##ndo, ##ome, Rec","0.3663, 0.3355, 0.0536",positive
Estou satisfeita com a compra entregue antes do prazo só agradeço,"##eita, ##ço, do","0.3126, 0.2292, 0.2071",positive
Pontualidade e recomendo e recomendo está loja,"##ual, ##idade, ##o","0.2011, 0.1291, 0.1235",positive
O produto chegou na minha cidade mas negação na minha residência pois os correios são um órgão cheio de falhas com isso negação levou até a minha casa tive o transtorno de ir buscar o objeto na sede mas próxi,"##i, até, de","0.645, 0.4049, 0.3056",negative
nenhum comunicado foi me passado,"comunicado, foi, passado","0.439, 0.3781, 0.2187",negative
Depois de muito tempo somente hoje recebi uma mensagem com a seguinte informação Boa tarde Valter Agradecemos por entrar em contato Lamentamos a demora em lhe retornar Seu pedido negação foi,"##enta, ##cem, foi","0.4462, 0.2676, 0.2622",negative
Achei muito fino o tecido,"##o, ##ei, fin","0.3195, 0.2278, 0.2148",negative
Recebi o produto dez dias antes do prazo São enormes os sacos e muito bons e práticos Vale a compra,"##bi, a, os","0.1422, 0.1294, 0.1124",positive
 negação recomendo a compra nesta loja primeiro falaram numero dias e já estão chegando a numero mês e nada,"##o, recomend, falar","0.1205, 0.0993, 0.0745",negative
Bom,Bom,0.0131,positive
Eu estou muito feliz com os produtos da loja americana pois tudo que eu comprei chegaram no prazo Estou muito agradecida Obrigado loja americana,"com, ##do, ##cida","0.0977, 0.0813, 0.0788",positive
Rápida entrega Produto de qualidade,"entrega, Produ, ##á","0.361, 0.1727, 0.1483",positive
O produto negação tem boa qualidade as tampas negação fecham totalmente e ele negação se encaixa totalmente no painel do carro,"as, qualidade, tem","0.17, 0.1107, 0.1027",negative
O produto foi entregue em dias diferentes com uma diferença de numero dias sendo que foi comprados juntos e foi produtos iguais,"iguais, e, diferentes","0.729, 0.4476, 0.4204",positive
podem comprar e garantido,"##ido, comprar, e","0.2471, 0.2175, 0.1823",positive
Até agora negação recebi o produto já enviei email cobrando uma atualização mas ninguem entra em contato nem Lojas lannister onde comprei o produto nem o vendedor parceiro targaryen,"##n, ##gar, tar","0.1021, 0.0972, 0.097",negative
Chegou do grito que eu pedi até antes do prazo obrigado,"##to, do, do","0.3285, 0.3245, 0.2806",positive
Chegou certinho e bem embalado,"cer, embal, e","0.1924, 0.1816, 0.169",positive
O produto veio direitinho porém embalado em jornal sem manual e sem embalagem,"e, embal, ##ado","1.1891, 1.1518, 0.8946",positive
Produto sem previsao de entrega,"##ao, ##to, de","0.2509, 0.1921, 0.1866",negative
PROMETEU ENTREGAR ATÉ numero AGO E HOJE numero DE AGO negação RECEBI,"R, negação, ##EC","0.4407, 0.1653, 0.1592",negative
O produto estava previsto para ser entregue até dia numero numero e até hoje dia numero numero negação recebi,"##i, receb, estava","0.097, 0.0904, 0.0869",negative
Tudo certo com a garantia estendida também,"com, certo, também","0.5413, 0.4459, 0.3394",positive
Entrega bem antes do prazo super indico esse site,"do, indic, ##ga","0.1254, 0.1225, 0.1087",positive
Eu amei comprei dia numero numero chegou dia numero numero,"##i, ame, compre","0.6119, 0.2864, 0.1879",positive
Gostei muito,"##te, ##i, muito","0.4286, 0.2968, 0.2926",positive
Belo atendimento Otimo profissionais e otimo suporte,"atendimento, ##o, profissionais","0.3678, 0.1711, 0.1705",positive
muito bom,"bom, muito","0.2269, 0.0249",positive
melhor atendimento entrega no prazo enfim melhor site para se comprar,"atendimento, site, melhor","0.438, 0.3491, 0.3238",positive
produto atendeu as expectativas Recomendo,"Rec, ##ndo, atende","0.7332, 0.3294, 0.3234",positive
comprometimento com o cliente,"##timento, com, o","0.6709, 0.5319, 0.1729",positive
Atingiu todas as expectativas Parabéns,"Para, ##iu, ##ing","0.9242, 0.4536, 0.2772",positive
A fechadura é de ótima qualidade veio dentro do prazo e é de fácil instalação Já instalei e está funcionando perfeitamente muito satisfeito e recomendo a todos Obs na foto estava com chave tetra,"na, ##ura, tetra","0.0874, 0.0713, 0.0671",positive
Recebi antes do prazo ótima loja Produto intacto,"##cto, loja, ##bi","0.1989, 0.1584, 0.1316",positive
Entrega rápida exatamente o produto que comprei e com um brinde Obrigado,"o, ##do, exatamente","0.475, 0.4351, 0.3877",positive
Tudo OK Indicaria para amigas,"Ind, O, ##icar","0.2554, 0.2241, 0.1455",positive
 negação parece um tapete parece um jogo americano de tão pequeno e fino,"##te, parece, um","0.2834, 0.2799, 0.2274",negative
este produto que eu comprei é uma propaganda enganoza pois o suporte negação suporta o peso do cellular fica caindo no chão do carro gostaria de saber como fico com está situação Antonio,"##o, engan, ##za","0.1492, 0.1099, 0.0963",negative
Recebi bem antes do prazo produto de ótima qualidade,"##bi, bem, do","0.1257, 0.0959, 0.0908",positive
ainda negação usei mais tenho certeza que é boa obrigada,"obrigada, que, us","0.13, 0.1292, 0.0885",positive
Gostei,"##te, ##i, Gos","0.3298, 0.231, 0.0176",positive
Queria uma posição da empresa em questão da demora e o porque ainda negação foi entregue,"##ra, ##ia, da","0.1066, 0.0928, 0.0882",negative
A compra efetuada foram dois ursos que rezam um rosa e um azul recebi somente um dos produtos que adquiri o rosa estou aguardando retorno do vendedor sobre o que ocorreu e se vou receber o outro,"##ndo, um, aguarda","0.2895, 0.2881, 0.1821",negative
entrega rapida e sem problemas,"##ida, rap, problemas","0.2304, 0.2051, 0.1263",positive
Estou verificando os resultados do produto com relação a entrega super rápida,"##ndo, do, rápida","0.4158, 0.2515, 0.2164",positive
Adoro comprar nessa loja,"##ro, nessa, loja","0.4007, 0.2476, 0.2406",positive
Estou aguardando o envio,"##ndo, ##ou, o","0.4701, 0.2301, 0.1719",negative
ADOREI FICOU MUITO LINDO NA MINHA COZINHA,"##RE, ##DO, ##I","0.2788, 0.1812, 0.1785",positive
 negação era o que eu esperava achei o relogio pequena,"##og, ##io, era","0.3878, 0.3803, 0.3571",negative
Entrega em atraso,"atraso, ##ga, em","0.8975, 0.5524, 0.4887",negative
